timestamp,plate_text,crop_file,frame_file
20260704_113144,2020202,/app/anpr_results/crops/20260704_113144_3590_0_0.jpg,/app/anpr_results/frames/20260704_113144_3590_0_0.jpg
20260704_113144,202020202,/app/anpr_results/crops/20260704_113144_3591_0_0.jpg,/app/anpr_results/frames/20260704_113144_3591_0_0.jpg
20260704_113144,2020202,/app/anpr_results/crops/20260704_113144_3592_0_0.jpg,/app/anpr_results/frames/20260704_113144_3592_0_0.jpg
20260704_113144,20202020204,/app/anpr_results/crops/20260704_113144_3593_0_0.jpg,/app/anpr_results/frames/20260704_113144_3593_0_0.jpg
20260704_113144,202020204,/app/anpr_results/crops/20260704_113144_3594_0_0.jpg,/app/anpr_results/frames/20260704_113144_3594_0_0.jpg
20260704_113145,202020212,/app/anpr_results/crops/20260704_113145_3595_0_0.jpg,/app/anpr_results/frames/20260704_113145_3595_0_0.jpg
20260704_113145,20204,/app/anpr_results/crops/20260704_113145_3596_0_0.jpg,/app/anpr_results/frames/20260704_113145_3596_0_0.jpg
20260704_113145,2020204,/app/anpr_results/crops/20260704_113145_3597_0_0.jpg,/app/anpr_results/frames/20260704_113145_3597_0_0.jpg
20260704_113145,202020204,/app/anpr_results/crops/20260704_113145_3598_0_0.jpg,/app/anpr_results/frames/20260704_113145_3598_0_0.jpg
20260704_113146,202,/app/anpr_results/crops/20260704_113146_3600_0_0.jpg,/app/anpr_results/frames/20260704_113146_3600_0_0.jpg
20260704_113146,2020202,/app/anpr_results/crops/20260704_113146_3601_0_0.jpg,/app/anpr_results/frames/20260704_113146_3601_0_0.jpg
20260704_113146,20202020204,/app/anpr_results/crops/20260704_113146_3602_0_0.jpg,/app/anpr_results/frames/20260704_113146_3602_0_0.jpg
20260704_113146,2020204,/app/anpr_results/crops/20260704_113146_3603_0_0.jpg,/app/anpr_results/frames/20260704_113146_3603_0_0.jpg
20260704_113146,202020202,/app/anpr_results/crops/20260704_113146_3604_0_0.jpg,/app/anpr_results/frames/20260704_113146_3604_0_0.jpg
20260704_113147,202020204,/app/anpr_results/crops/20260704_113147_3607_0_0.jpg,/app/anpr_results/frames/20260704_113147_3607_0_0.jpg
20260704_113147,2020204,/app/anpr_results/crops/20260704_113147_3608_0_0.jpg,/app/anpr_results/frames/20260704_113147_3608_0_0.jpg
20260704_113147,20204,/app/anpr_results/crops/20260704_113147_3609_0_0.jpg,/app/anpr_results/frames/20260704_113147_3609_0_0.jpg
20260704_113147,202020204,/app/anpr_results/crops/20260704_113147_3610_0_0.jpg,/app/anpr_results/frames/20260704_113147_3610_0_0.jpg
20260704_113148,0202020202,/app/anpr_results/crops/20260704_113148_3611_0_0.jpg,/app/anpr_results/frames/20260704_113148_3611_0_0.jpg
20260704_113148,20202020202,/app/anpr_results/crops/20260704_113148_3612_0_0.jpg,/app/anpr_results/frames/20260704_113148_3612_0_0.jpg
20260704_113148,2020204,/app/anpr_results/crops/20260704_113148_3613_0_0.jpg,/app/anpr_results/frames/20260704_113148_3613_0_0.jpg
20260704_113148,20204,/app/anpr_results/crops/20260704_113148_3614_0_0.jpg,/app/anpr_results/frames/20260704_113148_3614_0_0.jpg
20260704_113149,202020212,/app/anpr_results/crops/20260704_113149_3618_0_0.jpg,/app/anpr_results/frames/20260704_113149_3618_0_0.jpg
20260704_113149,202020202,/app/anpr_results/crops/20260704_113149_3619_0_0.jpg,/app/anpr_results/frames/20260704_113149_3619_0_0.jpg
20260704_113149,20204,/app/anpr_results/crops/20260704_113149_3620_0_0.jpg,/app/anpr_results/frames/20260704_113149_3620_0_0.jpg
20260704_113150,20202020202,/app/anpr_results/crops/20260704_113150_3622_0_0.jpg,/app/anpr_results/frames/20260704_113150_3622_0_0.jpg
20260704_113150,20202020204,/app/anpr_results/crops/20260704_113150_3623_0_0.jpg,/app/anpr_results/frames/20260704_113150_3623_0_0.jpg
20260704_113150,20202020202,/app/anpr_results/crops/20260704_113150_3624_0_0.jpg,/app/anpr_results/frames/20260704_113150_3624_0_0.jpg
20260704_113225,20202,/app/anpr_results/crops/20260704_113225_4177_0_0.jpg,/app/anpr_results/frames/20260704_113225_4177_0_0.jpg
20260704_113225,2020204,/app/anpr_results/crops/20260704_113225_4178_0_0.jpg,/app/anpr_results/frames/20260704_113225_4178_0_0.jpg
20260704_113226,0202020204,/app/anpr_results/crops/20260704_113226_4179_0_0.jpg,/app/anpr_results/frames/20260704_113226_4179_0_0.jpg
20260704_113226,20202020202,/app/anpr_results/crops/20260704_113226_4180_0_0.jpg,/app/anpr_results/frames/20260704_113226_4180_0_0.jpg
20260704_113226,0202020204,/app/anpr_results/crops/20260704_113226_4181_0_0.jpg,/app/anpr_results/frames/20260704_113226_4181_0_0.jpg
20260704_113227,204,/app/anpr_results/crops/20260704_113227_4187_0_0.jpg,/app/anpr_results/frames/20260704_113227_4187_0_0.jpg
20260704_113230,2804,/app/anpr_results/crops/20260704_113230_4207_0_0.jpg,/app/anpr_results/frames/20260704_113230_4207_0_0.jpg
